source,external_id,external_url,first_name,last_name,display_name,country_code,gender,category,club_name,club_country_code,ranking_value,rank,ranked_at,confidence_level,total_players
ITTF,123977,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123977,Yubin,Shin,Yubin Shin,KR,F,SENIOR,,,3303,11,2026-05-12,HIGH,
ITTF,133405,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133405,Satsuki,Odo,Satsuki Odo,JP,F,SENIOR,,,3200,12,2026-05-12,HIGH,
ITTF,117821,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=117821,Mima,Ito,Mima Ito,JP,F,SENIOR,,,2970,13,2026-05-12,HIGH,
ITTF,133000,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133000,Honoka,Hashimoto,Honoka Hashimoto,JP,F,SENIOR,,,2844,14,2026-05-12,HIGH,
ITTF,123120,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123120,Xunyao,Shi,Xunyao Shi,CN,F,SENIOR,,,2765,15,2026-05-12,HIGH,
ITTF,124591,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=124591,Miyu,Nagasaki,Miyu Nagasaki,JP,F,SENIOR,,,2395,16,2026-05-12,HIGH,
ITTF,200413,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200413,Cheonhui,Joo,Cheonhui Joo,KR,F,SENIOR,,,2060,17,2026-05-12,HIGH,
ITTF,115009,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=115009,Adriana,Diaz,Adriana Diaz,PR,F,SENIOR,,,1867,18,2026-05-12,HIGH,
ITTF,118762,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=118762,Ying,Han,Ying Han,DE,F,SENIOR,,,1775,19,2026-05-12,HIGH,
ITTF,131335,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131335,Hana,Goda,Hana Goda,EG,F,SENIOR,,,1685,20,2026-05-12,HIGH,
ITTF,137894,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137894,Jia Nan,Yuan,Jia Nan Yuan,FR,F,SENIOR,,,1552,21,2026-05-12,HIGH,
ITTF,110797,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=110797,I-Ching,Cheng,I-Ching Cheng,TW,F,SENIOR,,,1485,22,2026-05-12,HIGH,
ITTF,121623,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=121623,Bruna,Takahashi,Bruna Takahashi,BR,F,SENIOR,,,1456,23,2026-05-12,HIGH,
ITTF,111012,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=111012,Bernadette,Szocs,Bernadette Szocs,RO,F,SENIOR,,,1455,24,2026-05-12,HIGH,
ITTF,122261,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=122261,Hitomi,Sato,Hitomi Sato,JP,F,SENIOR,,,1425,25,2026-05-12,HIGH,
ITTF,131036,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131036,Miyuu,Kihara,Miyuu Kihara,JP,F,SENIOR,,,1160,26,2026-05-12,HIGH,
ITTF,133814,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133814,Nayeong,Kim,Nayeong Kim,KR,F,SENIOR,,,1128,27,2026-05-12,HIGH,
ITTF,131100,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131100,Prithika,Pavade,Prithika Pavade,FR,F,SENIOR,,,1083,28,2026-05-12,HIGH,
ITTF,144628,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=144628,Yuxuan,Qin,Yuxuan Qin,CN,F,SENIOR,,,1015,29,2026-05-12,HIGH,
ITTF,137627,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137627,Yangzi,Liu,Yangzi Liu,AU,F,SENIOR,,,1010,30,2026-05-12,HIGH,
ITTF,135935,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135935,Sakura,Yokoi,Sakura Yokoi,JP,F,SENIOR,,,970,31,2026-05-12,HIGH,
ITTF,115543,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=115543,Hoi Kem,Doo,Hoi Kem Doo,HK,F,SENIOR,,,942,32,2026-05-12,HIGH,
ITTF,117820,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=117820,Miu,Hirano,Miu Hirano,JP,F,SENIOR,,,920,33,2026-05-12,HIGH,
ITTF,131480,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131480,Anna,Hursey,Anna Hursey,GB,F,SENIOR,,,896,34,2026-05-12,HIGH,
ITTF,122052,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=122052,Eunhye,Lee,Eunhye Lee,KR,F,SENIOR,,,895,35,2026-05-12,HIGH,
ITTF,107321,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=107321,Margaryta,Pesotska,Margaryta Pesotska,UA,F,SENIOR,,,884,36,2026-05-12,HIGH,
ITTF,131342,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131342,Jian,Zeng,Jian Zeng,SG,F,SENIOR,,,869,37,2026-05-12,HIGH,
ITTF,108226,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=108226,Elizabeta,Samara,Elizabeta Samara,RO,F,SENIOR,,,825,38,2026-05-12,HIGH,
ITTF,112221,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=112221,Lily,Zhang,Lily Zhang,US,F,SENIOR,,,778,39,2026-05-12,HIGH,
ITTF,119730,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=119730,Zhuojia,He,Zhuojia He,CN,F,SENIOR,,,760,40,2026-05-12,HIGH,
ITTF,107477,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=107477,Sofia,Polcanova,Sofia Polcanova,AT,F,SENIOR,,,743,41,2026-05-12,HIGH,
ITTF,136309,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136309,Kaho,Akae,Kaho Akae,JP,F,SENIOR,,,740,42,2026-05-12,HIGH,
ITTF,136987,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136987,Yi-Tian,Yeh,Yi-Tian Yeh,TW,F,SENIOR,,,719,43,2026-05-12,HIGH,
ITTF,119022,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=119022,Amy,Wang,Amy Wang,US,F,SENIOR,,,710,44,2026-05-12,HIGH,
ITTF,122428,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=122428,Andreea,Dragoman,Andreea Dragoman,RO,F,SENIOR,,,705,45,2026-05-12,HIGH,
ITTF,122718,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=122718,Sreeja,Akula,Sreeja Akula,IN,F,SENIOR,,,670,46,2026-05-12,HIGH,
ITTF,111656,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=111656,Dina,Meshref,Dina Meshref,EG,F,SENIOR,,,644,47,2026-05-12,HIGH,
ITTF,115920,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=115920,Manika,Batra,Manika Batra,IN,F,SENIOR,,,637,48,2026-05-12,HIGH,
ITTF,131231,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131231,Elizabet,Abraamian,Elizabet Abraamian,XX,F,SENIOR,,,633,49,2026-05-12,HIGH,
ITTF,114726,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=114726,Nina,Mittelham,Nina Mittelham,DE,F,SENIOR,,,625,50,2026-05-12,HIGH,
ITTF,102863,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=102863,Fu,Yu,Fu Yu,PT,F,SENIOR,,,606,51,2026-05-12,HIGH,
ITTF,135501,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135501,Charlotte,Lutz,Charlotte Lutz,FR,F,SENIOR,,,603,52,2026-05-12,HIGH,
ITTF,111072,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=111072,Maria,Xiao,Maria Xiao,ES,F,SENIOR,,,590,53,2026-05-12,HIGH,
ITTF,115454,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=115454,Natalia,Bajor,Natalia Bajor,PL,F,SENIOR,,,588,54,2026-05-12,HIGH,
ITTF,110560,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=110560,Mo,Zhang,Mo Zhang,CA,F,SENIOR,,,585,55,2026-05-12,HIGH,
ITTF,123848,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123848,Saki,Shibata,Saki Shibata,JP,F,SENIOR,,,560,56,2026-05-12,HIGH,
ITTF,135493,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135493,Annett,Kaufmann,Annett Kaufmann,DE,F,SENIOR,,,556,57,2026-05-12,HIGH,
ITTF,114905,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=114905,Linda,Bergstrom,Linda Bergstrom,SE,F,SENIOR,,,548,58,2026-05-12,HIGH,
ITTF,113944,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=113944,Lea,Rakovac,Lea Rakovac,HR,F,SENIOR,,,524,59,2026-05-12,HIGH,
ITTF,112368,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=112368,Ha Eun,Yang,Ha Eun Yang,KR,F,SENIOR,,,514,60,2026-05-12,HIGH,
ITTF,124162,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=124162,Yu-Jhun,Li,Yu-Jhun Li,TW,F,SENIOR,,,510,61,2026-05-12,HIGH,
ITTF,134489,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=134489,Sally,Moyland,Sally Moyland,US,F,SENIOR,,,507,62,2026-05-12,HIGH,
ITTF,137193,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137193,Yerin,Yoo,Yerin Yoo,KR,F,SENIOR,,,500,63,2026-05-12,HIGH,
ITTF,206252,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=206252,Tsz Tung,Su,Tsz Tung Su,HK,F,SENIOR,,,495,64,2026-05-12,HIGH,
ITTF,104092,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=104092,Minhyung,Jee,Minhyung Jee,AU,F,SENIOR,,,475,65,2026-05-12,HIGH,
ITTF,137850,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137850,Yashaswini,Ghorpade,Yashaswini Ghorpade,IN,F,SENIOR,,,471,66,2026-05-12,HIGH,
ITTF,124584,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=124584,Yu-Jie,Huang,Yu-Jie Huang,TW,F,SENIOR,,,449,67,2026-05-12,HIGH,
ITTF,120294,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=120294,Gaia,Monfardini,Gaia Monfardini,IT,F,SENIOR,,,442,68,2026-05-12,HIGH,
ITTF,135370,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135370,Seongjin,Kim,Seongjin Kim,KR,F,SENIOR,,,430,69,2026-05-12,HIGH,
ITTF,200907,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=200907,Geman,Zong,Geman Zong,CN,F,SENIOR,,,410,70,2026-05-12,HIGH,
ITTF,124165,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=124165,Tung-Chuan,Chien,Tung-Chuan Chien,TW,F,SENIOR,,,405,71,2026-05-12,HIGH,
ITTF,132318,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=132318,Wing Lam,Ng,Wing Lam Ng,HK,F,SENIOR,,,397,72,2026-05-12,HIGH,
ITTF,121401,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=121401,Jieni,Shao,Jieni Shao,PT,F,SENIOR,,,394,73,2026-05-12,HIGH,
ITTF,145134,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=145134,Constantina,Psihogios,Constantina Psihogios,AU,F,SENIOR,,,380,74,2026-05-12,HIGH,
ITTF,136403,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136403,Shuhan,Fan,Shuhan Fan,CN,F,SENIOR,,,379,75,2026-05-12,HIGH,
ITTF,210921,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=210921,Yuka,Kaneyoshi,Yuka Kaneyoshi,JP,F,SENIOR,,,378,76,2026-05-12,HIGH,
ITTF,145033,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=145033,Yu-Han,Peng,Yu-Han Peng,TW,F,SENIOR,,,377,77,2026-05-12,HIGH,
ITTF,144862,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=144862,Misuzu,Takeya,Misuzu Takeya,JP,F,SENIOR,,,374,78,2026-05-12,HIGH,
ITTF,135922,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135922,Yiyun,Yang,Yiyun Yang,CN,F,SENIOR,,,369,79,2026-05-12,HIGH,
ITTF,136539,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136539,Xiaotong,Wang,Xiaotong Wang,CN,F,SENIOR,,,369,80,2026-05-12,HIGH,
ITTF,115413,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=115413,Giorgia,Piccolin,Giorgia Piccolin,IT,F,SENIOR,,,367,81,2026-05-12,HIGH,
ITTF,132144,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=132144,Lin Qian,Ser,Lin Qian Ser,SG,F,SENIOR,,,362,82,2026-05-12,HIGH,
ITTF,120972,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=120972,Orawan,Paranang,Orawan Paranang,TH,F,SENIOR,,,359,83,2026-05-12,HIGH,
ITTF,201032,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=201032,Gahyeon,Park,Gahyeon Park,KR,F,SENIOR,,,350,84,2026-05-12,HIGH,
ITTF,120187,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=120187,Izabela,Lupulesku,Izabela Lupulesku,RS,F,SENIOR,,,350,85,2026-05-12,HIGH,
ITTF,118507,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=118507,Christina,Kallberg,Christina Kallberg,SE,F,SENIOR,,,350,86,2026-05-12,HIGH,
ITTF,119797,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=119797,Tianyi,Qian,Tianyi Qian,CN,F,SENIOR,,,340,87,2026-05-12,HIGH,
ITTF,112944,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=112944,Sibel,Altinkaya,Sibel Altinkaya,TR,F,SENIOR,,,340,88,2026-05-12,HIGH,
ITTF,137465,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=137465,Yi,Xu,Yi Xu,CN,F,SENIOR,,,337,89,2026-05-12,HIGH,
ITTF,112280,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=112280,Sarah,De Nutte,Sarah De Nutte,LU,F,SENIOR,,,337,90,2026-05-12,HIGH,
ITTF,202747,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=202747,Ziyu,Zhu,Ziyu Zhu,CN,F,SENIOR,,,334,91,2026-05-12,HIGH,
ITTF,112868,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=112868,Xiaoxin,Yang,Xiaoxin Yang,MC,F,SENIOR,,,320,92,2026-05-12,HIGH,
ITTF,121041,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=121041,Katarzyna,Wegrzyn,Katarzyna Wegrzyn,PL,F,SENIOR,,,319,93,2026-05-12,HIGH,
ITTF,131395,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131395,Diya,Chitale,Diya Chitale,IN,F,SENIOR,,,316,94,2026-05-12,HIGH,
ITTF,120726,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=120726,Mariam,Alhodaby,Mariam Alhodaby,EG,F,SENIOR,,,310,95,2026-05-12,HIGH,
ITTF,111849,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=111849,Xiaona,Shan,Xiaona Shan,DE,F,SENIOR,,,310,96,2026-05-12,HIGH,
ITTF,123550,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123550,Camille,Lutz,Camille Lutz,FR,F,SENIOR,,,310,97,2026-05-12,HIGH,
ITTF,121074,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=121074,Sabina,Surjan,Sabina Surjan,RS,F,SENIOR,,,297,98,2026-05-12,HIGH,
ITTF,136755,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136755,Veronika,Matiunina,Veronika Matiunina,RU,F,SENIOR,,,296,99,2026-05-12,HIGH,
ITTF,115430,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=115430,Tin-Tin,Ho,Tin-Tin Ho,GB,F,SENIOR,,,296,100,2026-05-12,HIGH,
ITTF,144633,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=144633,Kyoka,Idesawa,Kyoka Idesawa,JP,F,SENIOR,,,294,101,2026-05-12,HIGH,
ITTF,208510,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=208510,Jessica,Reyes Lai,Jessica Reyes Lai,US,F,SENIOR,,,287,102,2026-05-12,HIGH,
ITTF,120125,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=120125,Filippa,Bergand,Filippa Bergand,SE,F,SENIOR,,,280,103,2026-05-12,HIGH,
ITTF,113701,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=113701,Britt,Eerland,Britt Eerland,NL,F,SENIOR,,,279,104,2026-05-12,HIGH,
ITTF,119537,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=119537,Ayhika,Mukherjee,Ayhika Mukherjee,IN,F,SENIOR,,,275,105,2026-05-12,HIGH,
ITTF,132756,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=132756,Hana,Arapovic,Hana Arapovic,HR,F,SENIOR,,,273,106,2026-05-12,HIGH,
ITTF,121714,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=121714,Tatiana,Kukulkova,Tatiana Kukulkova,SK,F,SENIOR,,,271,107,2026-05-12,HIGH,
ITTF,134790,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=134790,Asuka,Sasao,Asuka Sasao,JP,F,SENIOR,,,270,108,2026-05-12,HIGH,
ITTF,117294,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=117294,Daniela,Ortega,Daniela Ortega,CL,F,SENIOR,,,265,109,2026-05-12,HIGH,
ITTF,111416,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=111416,Rachel,Moret,Rachel Moret,CH,F,SENIOR,,,264,110,2026-05-12,HIGH,
ITTF,123228,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=123228,Zauresh,Akasheva,Zauresh Akasheva,KZ,F,SENIOR,,,262,111,2026-05-12,HIGH,
ITTF,132701,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=132701,Hanna,Ryu,Hanna Ryu,KR,F,SENIOR,,,260,112,2026-05-12,HIGH,
ITTF,133478,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=133478,Giulia,Takahashi,Giulia Takahashi,BR,F,SENIOR,,,260,113,2026-05-12,HIGH,
ITTF,213286,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=213286,Kotomi,Omoda,Kotomi Omoda,JP,F,SENIOR,,,258,114,2026-05-12,HIGH,
ITTF,132096,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=132096,Kasumi,Kimura,Kasumi Kimura,JP,F,SENIOR,,,255,115,2026-05-12,HIGH,
ITTF,136420,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136420,Laura,Watanabe,Laura Watanabe,BR,F,SENIOR,,,255,116,2026-05-12,HIGH,
ITTF,118777,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=118777,Yuan,Wan,Yuan Wan,DE,F,SENIOR,,,253,117,2026-05-12,HIGH,
ITTF,100868,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=100868,Barbora,Varady,Barbora Varady,SK,F,SENIOR,,,253,118,2026-05-12,HIGH,
ITTF,134011,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=134011,Elena,Zaharia,Elena Zaharia,RO,F,SENIOR,,,244,119,2026-05-12,HIGH,
ITTF,136607,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=136607,Kum Yong,Kim,Kum Yong Kim,KP,F,SENIOR,,,243,120,2026-05-12,HIGH,
ITTF,131132,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131132,Jiamuwa,Wu,Jiamuwa Wu,AU,F,SENIOR,,,234,121,2026-05-12,HIGH,
ITTF,105779,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=105779,Ivana,Malobabic,Ivana Malobabic,HR,F,SENIOR,,,226,122,2026-05-12,HIGH,
ITTF,204592,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=204592,Tania,Morice,Tania Morice,DZ,F,SENIOR,,,223,123,2026-05-12,HIGH,
ITTF,135306,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=135306,Brianna,Burgos,Brianna Burgos,PR,F,SENIOR,,,222,124,2026-05-12,HIGH,
ITTF,117365,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=117365,Sutirtha,Mukherjee,Sutirtha Mukherjee,IN,F,SENIOR,,,220,125,2026-05-12,HIGH,
ITTF,116874,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=116874,Audrey,Zarif,Audrey Zarif,FR,F,SENIOR,,,219,126,2026-05-12,HIGH,
ITTF,144861,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=144861,Sachi,Aoki,Sachi Aoki,JP,F,SENIOR,,,217,127,2026-05-12,HIGH,
ITTF,109777,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=109777,Paulina,Vega,Paulina Vega,CL,F,SENIOR,,,217,128,2026-05-12,HIGH,
ITTF,115402,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=115402,Sofia-Xuan,Zhang,Sofia-Xuan Zhang,ES,F,SENIOR,,,215,129,2026-05-12,HIGH,
ITTF,131966,https://results.ittf.link/index.php/player-profile/list/60?resetfilters=1&vw_profiles___player_id_raw=131966,Zhao Yun,Tan,Zhao Yun Tan,SG,F,SENIOR,,,214,130,2026-05-12,HIGH,
